gid,cnn_intrsctn_pkey,latitude,longitude,intrsctn_trnsprtn_pkey,bike_trips_05_taz,bike_trips_05_taz_d,daily_ride_qrt,daily_ride_egt,ped_vol_ann,ped_vol_24h,walktrips_05_taz,walktrips_05_taz_d
"7607","34100000",37.82801936180,-122.37722360100,"7607","18","77","2773","1191",,,"38","81"
"7608","34101000",37.82788814950,-122.37670817000,"7608","18","77","2983","1191",,,"38","81"
"7609","34102000",37.82783272370,-122.37647902200,"7609","18","77","3235","1191",,,"38","81"
"7610","34103000",37.82771898570,-122.37599580800,"7610","18","77","3814","1191",,,"38","81"
"7611","34104000",37.82760793310,-122.37554993200,"7611","18","77","3814","1191",,,"38","81"
"7612","34106000",37.82755943080,-122.37389040400,"7612","18","77","6345","378",,,"38","81"
"7613","34107000",37.82835498720,-122.37203174200,"7613","18","77","3852","584",,,"38","81"
"7614","34108000",37.82865762910,-122.37131782300,"7614","18","77","2397","912",,,"38","81"
"7615","34109000",37.82881916330,-122.37094231600,"7615","18","77","2628","975",,,"38","81"
"7616","34110000",37.82933985100,-122.36970764100,"7616","18","77","1944","583",,,"38","81"
"7617","34111000",37.82986189090,-122.36852394700,"7617","18","77","1380","390",,,"38","81"
"7618","34112000",37.83005546300,-122.37018720200,"7618","18","77","1932","516",,,"38","81"
"7619","34113000",37.82968065490,-122.37110543600,"7619","18","77","2100","1057",,,"38","81"
"7620","34114000",37.82954857920,-122.37142899600,"7620","18","77","2100","1201",,,"38","81"
"7621","34116000",37.82911001740,-122.37268899800,"7621","18","77","2453","941",,,"38","81"
"7622","34117000",37.82926354850,-122.37282510200,"7622","18","77","2477","1147",,,"38","81"
"7623","34118000",37.82961662180,-122.37317787200,"7623","18","77","2268","1315",,,"38","81"
"7624","34121000",37.82999075550,-122.37459440900,"7624","18","77","2347","1189",,,"38","81"
"7625","34122000",37.82979157810,-122.37532356600,"7625","18","77","2506","1125",,,"38","81"
"7626","34123000",37.82966229670,-122.37559957800,"7626","18","77","2636","1251",,,"38","81"
"7627","34124000",37.82944921090,-122.37600341000,"7627","18","77","2506","1356",,,"38","81"
"7628","34125000",37.82908934100,-122.37664023100,"7628","18","77","2317","1224",,,"38","81"
"7629","34126000",37.82834122860,-122.37709872700,"7629","18","77","2128","1359",,,"38","81"
"7630","34127000",37.82725876620,-122.37751034600,"7630","37","77","3147","1191",,,"27","81"
"7631","34128000",37.82704354410,-122.37758889900,"7631","37","77","3253","1191",,,"27","81"
"7632","34129000",37.82687353900,-122.37766568400,"7632","37","77","4036","2063",,,"27","81"
"7633","34130000",37.82657226560,-122.37691669000,"7633","37","77","4286","1627",,,"27","81"
"7634","34131000",37.82647747490,-122.37608492700,"7634","37","77","5221","1688",,,"27","81"
"7635","34132000",37.82505527410,-122.37707345700,"7635","37","77","4655","2618",,,"27","81"
"7636","34133000",37.82452429860,-122.37559311200,"7636","37","77","4783","3066",,,"27","81"
"7637","34134000",37.82411074720,-122.37533776800,"7637","37","77","4487","2857",,,"27","81"
"7638","34135000",37.82362268890,-122.37503849500,"7638","37","77","3880","2857",,,"27","81"
"7639","34136000",37.82386062390,-122.37446787100,"7639","37","77","4177","3128",,,"27","81"
"7640","34139000",37.81187361780,-122.36980087500,"7640","9","77","4925","4084",,,"6","81"
"7641","34140000",37.81174371880,-122.36914929700,"7641","9","77","5087","2355",,,"6","81"
"7642","34141000",37.81114850050,-122.36673920500,"7642","9","77","6229","2499",,,"6","81"
"7643","34142000",37.81049586780,-122.36641026200,"7643","9","77","5797","1498",,,"6","81"
"7644","34143000",37.81013595510,-122.36754358000,"7644","9","77","5019","599",,,"6","81"
"7645","34144000",37.80936948890,-122.37008538700,"7645","9","77","5027","1021",,,"6","81"
"7646","34145000",37.80893912870,-122.36358015700,"7646","9","77","3507","1506",,,"6","81"
"7647","34146000",37.80987870930,-122.36342414600,"7647","9","77","3010","2008",,,"6","81"
"7648","34147000",37.81037587040,-122.36429427300,"7648","9","77","3010","3010",,,"6","81"
"7649","34148000",37.81054303920,-122.36336947300,"7649","9","77","3010","3010",,,"6","81"
"7650","34149000",37.81016795100,-122.36133196500,"7650","9","77","3010","1003",,,"6","81"
"7651","34150000",37.81189590650,-122.36268792400,"7651","9","77","3010","3010",,,"6","81"
"7652","34151000",37.81171442400,-122.36366618800,"7652","9","77","3755","3010",,,"6","81"
"7653","34152000",37.81270592830,-122.36375672900,"7653","9","77","3010","3010",,,"6","81"
"7654","34153000",37.81272354410,-122.36448143700,"7654","9","77","3382","3010",,,"6","81"
"7655","34154000",37.81913818990,-122.37217938000,"7655","3","77","4387","2157",,,"1","81"
"7656","34155000",37.77455117150,-122.38986500300,"7656","0","7678","16970","7992","647771","1775","0","49624"
"7657","34157000",37.77199793800,-122.38961148200,"7657","0","7678","10681","2794","705531","1933","0","49624"
"7658","34159000",37.77110995330,-122.38952660200,"7658","0","7678","9396","6636","706457","1935","0","49624"
"7659","34161000",37.77065673670,-122.38948328100,"7659","0","7678","13336","9168","706973","1937","1","49624"
"7660","34162000",37.76881993780,-122.38930771600,"7660","0","7678","17166","13141","697555","1911","1","49624"
"7661","34163000",37.77216217650,-122.38688407200,"7661","0","7678","10584","65","703955","1929","0","49624"
"7662","34164000",37.77128757040,-122.38657697100,"7662","0","7678","7991","0","531285","1456","0","49624"
"7663","34165000",37.77083939730,-122.38644987200,"7663","0","7678","10657","1308","531478","1456","1","49624"
"7664","34166000",37.76900127000,-122.38629638100,"7664","0","7678","15818","1949","705617","1933","1","49624"
"7665","34167000",37.77432755070,-122.39163413500,"7665","0","7678","21045","3423","603185","1653","0","49624"
"7666","34168000",37.77346692140,-122.39143433600,"7666",,,,,,,,
"7667","34169000",37.77283099530,-122.39137353200,"7667",,,,,,,,
"7668","34170000",37.77189717650,-122.39128424800,"7668",,,,,,,,
"7669","34171000",37.77100919200,-122.39119934800,"7669",,,,,,,,
"7670","34172000",37.77055597630,-122.39115601700,"7670",,,,,,,,
"7671","34173000",37.77273293110,-122.39365313200,"7671","0","7678","5904","73","633799","1736","0","49624"
"7672","34174000",37.77250653550,-122.39393976700,"7672",,,,,,,,
"7673","34176000",37.77222116890,-122.39301162100,"7673",,,,,,,,
"7674","34177000",37.77199477530,-122.39329825500,"7674",,,,,,,,
"7675","34178000",37.77175774330,-122.39359835700,"7675",,,,,,,,
"7676","34179000",37.77082423470,-122.39426884000,"7676",,,,,,,,
"7677","34180000",37.77037101860,-122.39422548900,"7677",,,,,,,,
"7678","34181000",37.77179714490,-122.39294450300,"7678",,,,,,,,
"7679","34182000",37.77090916130,-122.39285958400,"7679",,,,,,,,
"7680","34183000",37.77045594570,-122.39281624300,"7680",,,,,,,,
"7681","34184000",37.77121526030,-122.38777795500,"7681",,,,,,,,
"7682","34185000",37.77076204230,-122.38773464500,"7682","0","7678","11044","5860","631644","1731","1","49624"
"7683","34186000",37.76939086510,-122.39861749200,"7683",,,,,,,,
"7684","34187000",37.76970829800,-122.39826855900,"7684",,,,,,,,
"7685","34188000",37.77171724530,-122.39850261400,"7685",,,,,,,,
"7686","34189000",37.77093874350,-122.39948710200,"7686",,,,,,,,
"7687","34190000",37.76707597760,-122.38613561900,"7687",,,,,,,,
"7688","34191000",37.76668704700,-122.38610314600,"7688","0","7678","16582","1462",,,"1","49624"
"7689","35000000",37.74359158790,-122.41227763100,"7689","3","5364","24630","3049","161105","441","31","31033"
"7690","35001000",37.74516767300,-122.40613100100,"7690","134","5364","16931","3736","15159","42","724","31033"
"7691","35002000",37.71498278160,-122.45247422500,"7691","63","4645","6604","1776","170054","466","439","32687"
"7692","35003000",37.78477478040,-122.39116559400,"7692","189","7678","19802","0","929732","2547","1245","49624"
"7693","35004000",37.76526915640,-122.44248167900,"7693","104","5116","13812","1114","163360","448","470","33433"
"7694","35005000",37.75599131080,-122.50883392000,"7694","0","8944","6069","0","405620","1111","0","65794"
"7695","35006000",37.77173646360,-122.42367341100,"7695","124","36404","67704","10654","3687937","10104","980","387174"
"7696","35007000",37.77223581490,-122.42353498700,"7696","103","36404","71522","25738",,,"778","387174"
"7697","35008000",37.77344373710,-122.42369950300,"7697","103","36404","82882","26680","343669","942","778","387174"
"7698","35009000",37.77437597990,-122.42388674800,"7698","103","36404","85831","22648","652303","1787","778","387174"
"7699","35010000",37.77531069610,-122.42407457100,"7699","246","36404","77607","15598","594005","1627","1936","387174"
"7700","35011000",37.77623859630,-122.42427318600,"7700","246","36404","87990","12527","2071049","5674","1936","387174"
"7701","35012000",37.75864109830,-122.43225057700,"7701","90","5116","28248","0",,,"600","33433"
"7702","35013000",37.74553289940,-122.41520610400,"7702","150","5364","61531","904",,,"687","31033"
"7703","35014000",37.80178675480,-122.40570199700,"7703","88","13019","18889","1422","878195","2406","1036","112199"
"7704","35015000",37.72592447470,-122.46659772700,"7704",,,,,,,,
"2892","35016000",37.73627938500,-122.38085080400,"2892",,,,,,,,
"2893","35017000",37.73679055400,-122.38100370000,"2893",,,,,,,,
"2894","35018000",37.73627613480,-122.38011679500,"2894",,,,,,,,
"2895","35019000",37.73678419010,-122.38011104900,"2895",,,,,,,,
"7705","35020000",37.77130254110,-122.46611232900,"7705",,,,,,,,
"7706","35021000",37.71429753390,-122.39856667900,"7706",,,,,,,,
"7707","35022000",37.71369335000,-122.39826589500,"7707",,,,,,,,
"7708","35023000",37.71403123860,-122.39908781300,"7708",,,,,,,,
"7709","35024000",37.71441266380,-122.39821181500,"7709",,,,,,,,
"7710","35025000",37.75267525090,-122.40033144000,"7710",,,,,,,,
"7711","35026000",37.73001697700,-122.36903707700,"7711",,,,,,,,
"7712","35028000",37.72880614530,-122.37014538400,"7712",,,,,,,,
"7713","35036000",37.80137654120,-122.40455229000,"7713",,,,,,,,
"7714","35037000",37.80152310310,-122.40458161300,"7714",,,,,,,,
"7715","35038000",37.80195338380,-122.40466769700,"7715",,,,,,,,
"7716","35039000",37.80196732330,-122.40455702400,"7716",,,,,,,,
"7717","35040000",37.80151107850,-122.40446574500,"7717",,,,,,,,
"7718","35041000",37.73619631760,-122.44865526400,"7718",,,,,,,,
"7719","35042000",37.74687402340,-122.46471412000,"7719",,,,,,,,
"7720","35043000",37.74677997300,-122.46561567500,"7720",,,,,,,,
"7721","35044000",37.74266155770,-122.46133227900,"7721",,,,,,,,
"7722","35045000",37.74315775950,-122.46205790500,"7722",,,,,,,,
"7723","35046000",37.78443247920,-122.40539866800,"7723",,,,,,,,
"7724","35047000",37.78400661330,-122.40486479400,"7724",,,,,,,,
"7725","35048000",37.78309140280,-122.40602380900,"7725",,,,,,,,
"7726","35049000",37.77036256280,-122.39619870200,"7726",,,,,,,,
"7727","35050000",37.77029706380,-122.39598656400,"7727",,,,,,,,
"2891","35051000",37.77040766900,-122.39578214800,"2891",,,,,,,,
"7728","35052000",37.77059856330,-122.39578790400,"7728",,,,,,,,
"7729","35053000",37.77070118980,-122.39597958400,"7729",,,,,,,,
"7730","35054000",37.77059660200,-122.39623453900,"7730",,,,,,,,
"7731","35055000",37.72790903790,-122.42288272400,"7731",,,,,,,,
"7734","50000000",37.78532723520,-122.38851391700,"7734","3","7678","2539","0",,,"8","49624"
"7735","50001000",37.78325063480,-122.39539705900,"7735","133","7678","64814","20260",,,"1035","49624"
"7736","50002000",37.77286807860,-122.40191275700,"7736","27","7678","27696","6166",,,"188","49624"
"7737","50004000",37.77225537390,-122.40578687600,"7737","153","7678","37733","7686",,,"773","49624"
"7738","50005000",37.77240618590,-122.40559703900,"7738","153","7678","37733","7686",,,"773","49624"
"7739","50006000",37.77377438950,-122.40076684400,"7739","27","7678","24107","10377",,,"188","49624"
"7740","50007000",37.77336238370,-122.40128777600,"7740","27","7678","15206","4895",,,"188","49624"
"7741","50008000",37.77334952590,-122.40170846800,"7741","27","7678","16823","4500",,,"188","49624"
"7742","50009000",37.77573655610,-122.40105434700,"7742","87","7678","42273","6382",,,"576","49624"
"7743","50010000",37.77761474370,-122.39849897200,"7743","66","7678","69465","15301",,,"333","49624"
"7744","50011000",37.77853476570,-122.39830269400,"7744","66","7678","69209","14442",,,"333","49624"
"7745","50012000",37.77797504420,-122.39899932600,"7745","66","7678","49454","8604",,,"333","49624"
"7746","50013000",37.77763525350,-122.40117102300,"7746","38","7678","49777","13181",,,"159","49624"
"7747","50014000",37.77234038480,-122.40831290100,"7747","197","7678","53685","15195",,,"1061","49624"
"7748","50015000",37.77256886280,-122.40808489900,"7748","197","7678","35337","13502",,,"1061","49624"
"7749","50016000",37.77344098710,-122.41044626500,"7749","30","36404","59166","11405",,,"202","387174"
"7750","50017000",37.77416803450,-122.40746154400,"7750","7","7678","40472","11898",,,"39","49624"
"7751","50018000",37.77534769800,-122.40807408600,"7751","45","36404","38664","14172",,,"397","387174"
"7752","50019000",37.77587524480,-122.40826809700,"7752","45","36404","37113","10872",,,"397","387174"
"7753","50020000",37.77496028930,-122.40852470900,"7753","45","36404","34940","10899",,,"397","387174"
"7754","50021000",37.77483570970,-122.40872475200,"7754","45","36404","41066","9154",,,"397","387174"
"7755","50022000",37.77516869470,-122.40871952600,"7755","45","36404","38664","16014",,,"397","387174"
"7756","50023000",37.77744701680,-122.41165087600,"7756","152","36404","134957","18759",,,"1518","387174"
"7757","50024000",37.78065014640,-122.41019168400,"7757","185","36404","167215","58051",,,"1826","387174"
"7758","50027000",37.78631275540,-122.40391933200,"7758","121","36404","241244","135409",,,"1547","387174"
"7759","50028000",37.77793869330,-122.41452733700,"7759","61","36404","147205","84561",,,"639","387174"
"7760","50029000",37.78419951750,-122.39347616100,"7760","51","7678","33728","11958","945433","2590","355","49624"
"7761","50030000",37.78283112420,-122.39191117500,"7761","57","7678","39131","11040",,,"533","49624"
"7762","50031000",37.78327389700,-122.39229343900,"7762","57","7678","37745","11040",,,"533","49624"
"7763","50032000",37.78468405660,-122.39274115200,"7763","51","7678","26178","11134",,,"355","49624"
"7764","50033000",37.78355947580,-122.39193145300,"7764","57","7678","19420","11040",,,"533","49624"
"7765","50034000",37.78551569030,-122.39224227500,"7765","51","7678","42394","1386",,,"355","49624"
"7766","50035000",37.78719247070,-122.39331214500,"7766","126","36404","45521","17896",,,"1109","387174"
"7767","50036000",37.78439620820,-122.39653204500,"7767","115","36404","56563","13820",,,"1380","387174"
"7768","50039000",37.78515191650,-122.39927287800,"7768","230","36404","90555","28331",,,"2527","387174"
"7769","50040000",37.78595614110,-122.39819051000,"7769","230","36404","75043","11685",,,"2527","387174"
"7770","50041000",37.78606218310,-122.40022684400,"7770","348","36404","174545","25517",,,"4161","387174"
"7771","50043000",37.78579953950,-122.40488320100,"7771","121","36404","281578","57393",,,"1547","387174"
"7772","50044000",37.78221400000,-122.40296756700,"7772","340","36404","86597","22340",,,"3199","387174"
"7773","50045000",37.77730493500,-122.41485633000,"7773","61","36404","141777","87695",,,"639","387174"
"7774","50046000",37.78346589080,-122.39518061000,"7774","133","7678","53790","25385",,,"1035","49624"
"7775","50047000",37.78325942350,-122.39761059600,"7775","115","36404","78713","20157",,,"1380","387174"
"7776","50053000",37.77453823860,-122.40329225600,"7776","60","7678","27184","11874",,,"370","49624"
"7777","50056000",37.77952417780,-122.40183916800,"7777","144","36404","51851","16894",,,"1277","387174"
"7778","50061000",37.77988473390,-122.39297142000,"7778","69","7678","58669","12059",,,"501","49624"
"7779","50062000",37.77601520700,-122.40984220000,"7779","98","36404","51972","5996",,,"834","387174"
"7780","50065000",37.78539688120,-122.39179286700,"7780","37","7678","62322","13226","1136166","3113","342","49624"
"7781","50066000",37.78529593710,-122.39194021400,"7781","51","7678","76240","18000","739776","2027","355","49624"
"7782","50067000",37.78475170260,-122.39289447300,"7782","51","7678","48314","13288","640838","1756","355","49624"
"7783","50068000",37.78445912320,-122.39343711800,"7783","51","7678","57923","18496","657712","1802","355","49624"
"7784","50069000",37.78857531890,-122.39432361900,"7784","38","36404","46922","21472","2646885","7252","463","387174"
"7785","50070000",37.78146832500,-122.39720762600,"7785","30","7678","92404","26804","1102859","3022","253","49624"
"7786","50071000",37.78061449970,-122.39793887900,"7786","30","7678","80715","28802","1601784","4388","253","49624"
"7787","50072000",37.77813698180,-122.40098811800,"7787","38","7678","75266","26822","1611305","4415","159","49624"
"7788","50073000",37.77792610750,-122.40217538800,"7788","38","7678","81369","31094","364868","1000","159","49624"
"7789","50074000",37.77641757350,-122.40424061100,"7789","226","7678","60507","31813","1362729","3734","1528","49624"
"7790","50075000",37.77577081770,-122.40558500900,"7790","226","7678","55832","29279","1177859","3227","1528","49624"
"7791","50077000",37.77545681340,-122.40636853400,"7791","45","36404","45334","15952","4555325","12480","397","387174"
"7792","50078000",37.77483510190,-122.40544379200,"7792","7","7678","43586","11019","1319293","3615","39","49624"
"7793","50079000",37.77439432700,-122.40489065700,"7793","7","7678","42512","10517","1262323","3458","39","49624"
"7794","50080000",37.77369030340,-122.40842923200,"7794","7","7678","34372","13162","1298645","3558","39","49624"
"7795","50081000",37.77316601870,-122.40777121000,"7795","197","7678","34715","13409","357750","980","1061","49624"
"7796","50082000",37.77300483850,-122.40650759000,"7796","7","7678","51060","22781","1036683","2840","39","49624"
"7797","50083000",37.77282509460,-122.40659028600,"7797","153","7678","40283","19254","1210451","3316","773","49624"
"7798","50084000",37.77259936460,-122.40678805700,"7798","153","7678","51045","21901","1324390","3628","773","49624"
"7799","50085000",37.77036991870,-122.40539933200,"7799","197","7678","72082","24666","1321213","3620","1061","49624"
"7800","50086000",37.77033513550,-122.40580473600,"7800","197","7678","73039","20786","1274275","3491","1061","49624"
"7801","50087000",37.77376470930,-122.40769692700,"7801","7","7678","39660","16259",,,"39","49624"
"7802","50091000",37.78286989300,-122.38891439300,"7802","178","7678","13063","0",,,"1193","49624"
"7803","50092000",37.77396438290,-122.40597533100,"7803","7","7678","46115","13712",,,"39","49624"
"7804","50093000",37.78895773370,-122.40011764500,"7804","660","36404","180396","61560",,,"8930","387174"
"7805","50100000",37.76938693540,-122.39771683300,"7805","6","7678","21782","3376","662426","1815","25","49624"
"7806","50101000",37.76849981690,-122.39674387800,"7806","6","7678","24506","3376","654589","1793","25","49624"
"7807","50104000",37.80517189770,-122.42077967500,"7807","100","13019","45165","16215",,,"712","112199"
"7808","50105000",37.79950337600,-122.42044044400,"7808","144","13019","48609","15395",,,"1334","112199"
"7809","50106000",37.79973983210,-122.41855485300,"7809",,,,,,,,
"7810","50107000",37.79957713120,-122.41852197200,"7810",,,,,,,,
"7811","50108000",37.79999367350,-122.41658728000,"7811","163","13019","41831","14830",,,"1684","112199"
"7812","50110000",37.80162140450,-122.41855870100,"7812","57","13019","41687","0",,,"505","112199"
"7813","50111000",37.80154849810,-122.41908511800,"7813","57","13019","28460","0",,,"505","112199"
"7814","50112000",37.80472830780,-122.41787375900,"7814","63","13019","40108","15723",,,"573","112199"
"7815","50113000",37.80322113090,-122.41371512700,"7815","74","13019","68335","15755",,,"701","112199"
"7816","50114000",37.80334000500,-122.41275776100,"7816","74","13019","63080","16372",,,"701","112199"
"7817","50116000",37.80548164850,-122.41059275200,"7817","186","13019","23402","7240",,,"1561","112199"
"7818","50118000",37.80184320380,-122.41006611100,"7818","199","13019","77528","34550",,,"1871","112199"
"7819","50119000",37.80570400250,-122.40860031300,"7819","186","13019","16055","1990",,,"1561","112199"
"7820","50121000",37.80399389340,-122.40770351700,"7820","146","13019","18879","943",,,"1206","112199"
"7821","50122000",37.80296453240,-122.40690573700,"7821","146","13019","32333","1435",,,"1206","112199"
"7822","50123000",37.80297031710,-122.40899064100,"7822","199","13019","40214","1274",,,"1871","112199"
"7823","50124000",37.80275121200,-122.40892252100,"7823","199","13019","49369","1381",,,"1871","112199"
"7824","50127000",37.80226409990,-122.40742954200,"7824","146","13019","53439","1974",,,"1206","112199"
"7825","50128000",37.80276870960,-122.40585091800,"7825","1","13019","15116","1317","441984","1211","41","112199"
"7826","50129000",37.80199853490,-122.40816845900,"7826","199","13019","52809","1405",,,"1871","112199"
"7827","50130000",37.78728479150,-122.39602413700,"7827","57","36404","48569","7482",,,"640","387174"
"7828","50133000",37.80393553540,-122.40790325100,"7828","146","13019","21405","1050",,,"1206","112199"
"7829","50134000",37.79821685130,-122.40786253100,"7829","342","13019","114145","46107",,,"4278","112199"
"7830","50135000",37.79877854970,-122.41186780500,"7830","342","13019","94638","16084",,,"4278","112199"
"7831","50136000",37.80038290230,-122.41338755500,"7831","119","13019","65192","22060",,,"1115","112199"
"7832","50137000",37.80024832040,-122.41312010500,"7832","119","13019","82003","29845",,,"1115","112199"
"7833","50139000",37.79980489830,-122.41174037600,"7833","138","13019","81891","39574",,,"1523","112199"
"7834","50141000",37.79893909940,-122.40973466500,"7834","342","13019","115197","49005",,,"4278","112199"
"7835","50142000",37.79896491690,-122.40949185900,"7835","342","13019","99322","41903",,,"4278","112199"
"7836","50143000",37.79947196040,-122.40696079700,"7836","146","13019","96308","34068",,,"1834","112199"
"7837","50144000",37.79933793900,-122.40652108100,"7837","146","13019","97652","20354",,,"1834","112199"
"7838","50145000",37.80001870350,-122.40874124600,"7838","227","13019","89240","41144",,,"2858","112199"
"7839","50146000",37.80119762580,-122.40737864900,"7839","146","13019","60211","1478",,,"1834","112199"
"7840","50147000",37.80101209890,-122.40710063300,"7840","146","13019","65902","1091",,,"1834","112199"
"7841","50148000",37.80016661180,-122.40371292000,"7841","130","13019","33354","2614",,,"1155","112199"
"7842","50149000",37.80024586160,-122.40307653400,"7842","130","13019","15944","2399",,,"1155","112199"
"7843","50150000",37.80078184130,-122.40354339300,"7843","130","13019","13263","3715",,,"1155","112199"
"7844","50151000",37.80032384020,-122.40544428800,"7844",,,,,,,,
"7845","50152000",37.80049697850,-122.40491054200,"7845","130","13019","49555","2082",,,"1155","112199"
"7846","50153000",37.80145888810,-122.40510449700,"7846","88","13019","10582","2223",,,"1036","112199"
"7847","50156000",37.80165333450,-122.40011908700,"7847","25","13019","10171","1385",,,"407","112199"
"7848","50157000",37.80040255540,-122.39900390900,"7848","25","13019","11459","1750",,,"407","112199"
"7849","50160000",37.79898793280,-122.40175261400,"7849","150","13019","25395","6651",,,"2289","112199"
"7850","50161000",37.79969021000,-122.40373700000,"7850","130","13019","43283","3094",,,"1155","112199"
"7851","50162000",37.79880874680,-122.40316006500,"7851","308","13019","44578","6919",,,"3658","112199"
"7852","50163000",37.79778425830,-122.40342113100,"7852","308","13019","63199","7842",,,"3658","112199"
"7853","50165000",37.79785474010,-122.40410392200,"7853","308","13019","62596","10659",,,"3658","112199"
"7854","50167000",37.79762071550,-122.40481532300,"7854","308","13019","116598","30472",,,"3658","112199"
"7855","50168000",37.79699930250,-122.40400847900,"7855",,,,,,,,
"7856","50169000",37.79599962350,-122.40458422900,"7856","52","36404","159643","36472",,,"743","387174"
"7857","50170000",37.79574953270,-122.40453316600,"7857","52","36404","176035","36472",,,"743","387174"
"7858","50172000",37.79690925040,-122.41268451200,"7858","180","36404","90987","7644",,,"1928","387174"
"7859","50173000",37.79746302560,-122.40901689800,"7859","281","13019","160130","60912",,,"3450","112199"
"7860","50174000",37.79739995270,-122.40797251200,"7860","281","13019","120463","49388",,,"3450","112199"
"7861","50178000",37.79509201500,-122.41100577600,"7861","174","36404","114967","17332",,,"2086","387174"
"7862","50179000",37.79528096550,-122.40898918300,"7862","174","36404","150228","57335",,,"2086","387174"
"7863","50182000",37.79609951740,-122.40963510700,"7863","174","36404","157480","39713",,,"2086","387174"
"7864","50184000",37.79676494300,-122.41057696900,"7864",,,,,,,,
"7865","50185000",37.79705092610,-122.41102746700,"7865","281","13019","141331","6387",,,"3450","112199"
"7866","50186000",37.79504742260,-122.41182975900,"7866","287","36404","114496","13315",,,"3000","387174"
"7867","50187000",37.79688970710,-122.41450140200,"7867","175","13019","41131","8932",,,"1646","112199"
"7868","50188000",37.79689343940,-122.41447171300,"7868","175","13019","41131","8932",,,"1646","112199"
"7869","50189000",37.79708994790,-122.41466223700,"7869","175","13019","40059","6031",,,"1646","112199"
"7870","50190000",37.79772910160,-122.41309709700,"7870",,,,,,,,
"7871","50191000",37.79606771060,-122.41708795000,"7871","116","36404","56901","6810",,,"1377","387174"
"7872","50192000",37.79518409170,-122.41691497100,"7872","314","36404","58179","8689",,,"3248","387174"
"7873","50193000",37.79509316070,-122.41761722000,"7873","314","36404","75632","6577",,,"3248","387174"
"7874","50195000",37.79489868920,-122.41902100900,"7874","314","36404","77136","6757",,,"3248","387174"
"7875","50196000",37.79825743480,-122.41516400500,"7875","175","13019","43927","9032",,,"1646","112199"
"7876","50197000",37.79697615900,-122.41752105500,"7876","216","13019","45717","4627",,,"2157","112199"
"7877","50198000",37.79785879030,-122.41962319300,"7877","216","13019","54457","11030",,,"2157","112199"
"7878","50199000",37.79886349880,-122.41792394000,"7878","144","13019","38245","14521",,,"1334","112199"
"7879","50200000",37.79863872490,-122.41833290800,"7879","144","13019","40958","16828",,,"1334","112199"
"7880","50201000",37.79896024920,-122.41848547500,"7880","144","13019","36747","16828",,,"1334","112199"
"7881","50204000",37.79843416830,-122.40497177600,"7881","308","13019","82488","19970",,,"3658","112199"
"7882","50205000",37.80522972310,-122.41520360000,"7882","169","13019","37151","12532",,,"1439","112199"
"7883","50207000",37.79807457230,-122.41283045100,"7883","175","13019","91334","6139","28536","78","1646","112199"
"7884","50208000",37.79787648640,-122.41438004100,"7884","175","13019","39578","0",,,"1646","112199"
"7885","50210000",37.79909835910,-122.40463268700,"7885","308","13019","80868","16964",,,"3658","112199"
"7886","50211000",37.79046007200,-122.40993715000,"7886","265","36404","123672","7464",,,"3131","387174"
"7887","50213000",37.78853440270,-122.41138828200,"7887","220","36404","132442","28557",,,"2530","387174"
"7888","50214000",37.79088656520,-122.40833590400,"7888","265","36404","163731","31385",,,"3131","387174"
"7889","50215000",37.78992604500,-122.40813957900,"7889","290","36404","143096","37720",,,"3078","387174"
"7890","50216000",37.78985487270,-122.40788644000,"7890","290","36404","157279","33975",,,"3078","387174"
"7891","50217000",37.78985139200,-122.40740356800,"7891","290","36404","177587","36284",,,"3078","387174"
"7892","50218000",37.79170935050,-122.40634481300,"7892","154","36404","140427","24356",,,"1951","387174"
"7893","50219000",37.79075590020,-122.40671279100,"7893","78","36404","188197","27666",,,"1043","387174"
"7894","50220000",37.79093085270,-122.40642596300,"7894","78","36404","187396","39738",,,"1043","387174"
"7895","50221000",37.79000625570,-122.40607119700,"7895","60","36404","214588","55851",,,"750","387174"
"7896","50223000",37.78927412980,-122.40444027300,"7896","80","36404","245294","110674",,,"1105","387174"
"7897","50224000",37.78942196450,-122.40328646800,"7897","209","36404","229174","110926",,,"2877","387174"
"7898","50225000",37.79106911400,-122.40533035800,"7898","40","36404","241306","31784",,,"532","387174"
"7899","50226000",37.79016831960,-122.40490811500,"7899","127","36404","230494","46014",,,"1634","387174"
"7900","50227000",37.79019857420,-122.40467078900,"7900","127","36404","236209","31026","8807657","24131","1634","387174"
"7901","50228000",37.79036177210,-122.40334016500,"7901","163","36404","240999","26812",,,"2846","387174"
"7902","50230000",37.79155301740,-122.40154179200,"7902","184","36404","195035","20590",,,"2333","387174"
"7903","50231000",37.79159317370,-122.40123095900,"7903","184","36404","195569","37391",,,"2333","387174"
"7904","50234000",37.79283994430,-122.40681870200,"7904","98","36404","157808","47999",,,"1633","387174"
"7905","50235000",37.79260632120,-122.40817683700,"7905","369","36404","137007","50246",,,"3849","387174"
"7906","50236000",37.79272911390,-122.40761725900,"7906","98","36404","217825","73710",,,"1633","387174"
"7907","50237000",37.79286376350,-122.40729978700,"7907","98","36404","150215","48791",,,"1633","387174"
"7908","50238000",37.79345861950,-122.40733358300,"7908","152","36404","138203","48791",,,"2074","387174"
"7909","50239000",37.79433564800,-122.40928148500,"7909","369","36404","124198","63979",,,"3849","387174"
