unique_id,gc_switrs_col_pkey,cnn_intrsctn_fkey,cnn_sgmt_fkey,tb_latitude,tb_longitude,geocode_source,geocode_location,case_id_pkey,accident_year,proc_date,juris,collision_date,collision_time,time_cat,officer_id,reporting_district,day_of_week,chp_shift,population,cnty_city_loc,special_cond,beat_type,chp_beat_type,city_division_lapd,chp_beat_class,beat_number,primary_rd,secondary_rd,distance,direction,intersection,weather_1,weather_2,state_hwy_ind,caltrans_county,caltrans_district,state_route,route_suffix,postmile_prefix,postmile,location_type,ramp_intersection,side_of_hwy,tow_away,collision_severity,number_killed,number_injured,party_count,primary_coll_factor,pcf_code_of_viol,pcf_viol_category,pcf_violation,pcf_viol_subsection,hit_and_run,type_of_collision,mviw,ped_action,road_surface,road_cond_1,road_cond_2,lighting,control_device,chp_road_type,pedestrian_accident,bicycle_accident,motorcycle_accident,truck_accident,not_private_property,alcohol_involved,stwd_vehtype_at_fault,chp_vehtype_at_fault,count_severe_inj,count_visible_inj,count_complaint_pain,count_ped_killed,count_ped_injured,count_bicyclist_killed,count_bicyclist_injured,count_mc_killed,count_mc_injured,primary_ramp,secondary_ramp,latitude_switrs,longitude_switrs,mv_involved,mv_only_one,col_comb,dph_col_type,dph_col_grp,street_view
"3190","3192",25671000,"1059000",37.7584785682144,-122.421601709382,SFPD-CROSSROADS,CITY STREET,"9009623","2006","20060911","3801","20060828","730",A,"645",MISSI,Monday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3D6A,20TH ST,VALENCIA ST,96,West,Not Intersection,Cloudy,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","1",Other Than Driver,Not Stated,Other Than Driver (or Pedestrian),"0",,Not Hit and Run,Not Stated,Other Object,No Pedestrian Involved,"Slippery (Muddy, Oily, etc.)",Loose Material on Roadway,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Not Stated,Not Stated or Unknown (Hit and Run),"0","1","0","0","0","0","1","0","0","-","-",,,,,"4",I,FF,"http://maps.google.com/maps?q=&layer=c&cbll=37.7584785682144,-122.421601709382"
"3191","3193",24465000,,37.7817047870007,-122.418901309989,SFPD-CROSSROADS,CITY STREET,"9009631","2006","20060911","3801","20060828","1639",C,"000829",NORTH,Monday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B6I,POLK ST,ELM ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21801",A,Not Hit and Run,Not Stated,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Passenger Car with Trailer,"Passenger Car, Station Wagon, or Jeep","0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7817047870007,-122.418901309989"
"3192","3194",25178000,,37.7840291162667,-122.419364167838,SFPD-CROSSROADS,CITY STREET,"9009654","2006","20060911","3801","20060728","1140",B,"000779",,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0","3E62",POLK ST,ELLIS ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Severe),"0","1","2",(Vehicle) Code Violation,Not Stated,Improper Turning,"22100",A,Not Hit and Run,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Pickup or Panel Truck,Pickup or Panel Truck,"1","0","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7840291162667,-122.419364167838"
"3193","3195",26345000,"8852000",37.7729328735971,-122.4458896752,SFPD-CROSSROADS,CITY STREET,"9009666","2006","20060911","3801","20060717","1550",C,"002122",,Monday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B6D,MASONIC AV,FELL ST,23,South,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Pedestrian Right of Way,"21950",A,Not Hit and Run,Head-On,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,"Passenger Car, Station Wagon, or Jeep","0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7729328735971,-122.4458896752"
"3194","3196",25895000,,37.7711736834307,-122.430260804997,SFPD-CROSSROADS,CITY STREET,"9009669","2006","20060912","3801","20060824","1920",D,"1508",E,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0","001",FILLMORE,WALLER ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Severe),"0","1","2",(Vehicle) Code Violation,Not Stated,Improper Passing,"21755",,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"1","0","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7711736834307,-122.430260804997"
"3195","3197",24165000,,37.7634292729055,-122.419512736609,SFPD-CROSSROADS,CITY STREET,"9014124","2006","20060912","3801","20060824","112",E,"4130",MSSN,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0","3D60",MISSION ST,17TH ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21801",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,"Passenger Car, Station Wagon, or Jeep","0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7634292729055,-122.419512736609"
"3196","3198",24022000,,37.7657832994918,-122.407534229607,SFPD-CROSSROADS,CITY STREET,"9014140","2006","20060912","3801","20060822","1018",B,"1184",MSSN,Tuesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B2D,POTRERO AV,16TH ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Improper Turning,"22101",D,Not Hit and Run,Head-On,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7657832994918,-122.407534229607"
"3197","3199",23597000,"12547101",37.7837808999442,-122.388274111623,SFPD-CROSSROADS,CITY STREET,"9014144","2006","20061212","3801","20060824","1915",D,"4116",SOUTH,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3B115D,EMBARCADERO SOUTH ST,BRANNAN ST,365,South,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Other Hazardous Violation,"22517",,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Not Stated,Not Stated or Unknown (Hit and Run),"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7837808999442,-122.388274111623"
"3198","3200",25824000,,37.7657274734705,-122.435471952622,SFPD-CROSSROADS,CITY STREET,"9014160","2006","20060912","3801","20060824","2227",E,"304",3F12D,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",CO F,CASTRO ST,15TH ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21800",A,Not Hit and Run,Head-On,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,"Passenger Car, Station Wagon, or Jeep","0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7657274734705,-122.435471952622"
"3199","3201",26041000,"6822000",37.7755456965508,-122.433465092782,SFPD-CROSSROADS,CITY STREET,"9015256","2006","20060925","3801","20060901","1222",B,"492",NORTH,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3E16A,HAYES ST,STEINER ST,186,West,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Other Hazardous Violation,"22517",,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Not Stated,Not Stated or Unknown (Hit and Run),"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7755456965508,-122.433465092782"
"3200","3202",20909000,"3057000",37.7309387961893,-122.410510997474,SFPD-CROSSROADS,CITY STREET,"9015285","2006","20060926","3801","20060901","2140",D,"4214",BAYVI,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3C4D,SILVER AV,BOYLSTON ST,44,"Not Stated, in Intersection",Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Severe),"0","1","2",(Vehicle) Code Violation,Not Stated,Unsafe Speed,"22350",,Not Hit and Run,Head-On,Bicycle,No Pedestrian Involved,Dry,Loose Material on Roadway,Construction or Repair Zone,Dark - Street Lights,None,"0",No,Yes,No,No,Yes,No,Not Stated,Not Stated or Unknown (Hit and Run),"1","0","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7309387961893,-122.410510997474"
"3201","3203",24623000,,37.7891026505256,-122.401997470539,SFPD-CROSSROADS,CITY STREET,"9015289","2006","20060911","3801","20060901","2104",D,"1417",CENTR,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",0A2,MONTGOMERY ST,POST ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Severe),"0","1","2",(Vehicle) Code Violation,Not Stated,Traffic Signals and Signs,"21453",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"1","0","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7891026505256,-122.401997470539"
"3202","3204",25178000,,37.7840291162667,-122.419364167838,SFPD-CROSSROADS,CITY STREET,"9015372","2006","20060911","3801","20060830","1415",C,"000779",,Wednesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0","3E62",ELLIS ST,POLK ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21801",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,"Passenger Car, Station Wagon, or Jeep","0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7840291162667,-122.419364167838"
"3203","3205",21849000,"1667000",37.7421354945399,-122.425897725298,SFPD-CROSSROADS,CITY STREET,"9015431","2006","20060911","3801","20060831","737",A,"344",INGLE,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",0H2,30TH ST,CHENERY ST,24,West,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","1",Unknown,Not Stated,Unknown,"0",,Not Hit and Run,Overturned,Non-Collision,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Not Stated,Not Stated or Unknown (Hit and Run),"0","1","0","0","0","0","1","0","0","-","-",,,,,"4",I,FF,"http://maps.google.com/maps?q=&layer=c&cbll=37.7421354945399,-122.425897725298"
"3204","3206",25957000,"5538000",37.7759469018809,-122.431221212218,SFPD-CROSSROADS,CITY STREET,"9019171","2006","20060919","3801","20060906","1639",C,"2050",NORTH,Wednesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3E11D,FILLMORE ST,HAYES,42,North,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Not Stated,"0",,Not Hit and Run,Head-On,Not Stated,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"0","1","0","0","0","0","1","0","0","-","-",,,,,3 4,J,EE,"http://maps.google.com/maps?q=&layer=c&cbll=37.7759469018809,-122.431221212218"
"3205","3207",26441000,"12088000",37.7713410237845,-122.453961545114,SFPD-CROSSROADS,CITY STREET,"9019192","2006","20060918","3801","20060906","836",A,"2137",PARK,Wednesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B4C,STANYAN ST,J F KENNEDY DR,32,South,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Unsafe Lane Change,"21658",A,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7713410237845,-122.453961545114"
"3206","3208",26833000,"8567000",37.7864100907813,-122.445194164084,SFPD-CROSSROADS,CITY STREET,"9019196","2006","20060918","3801","20060911","1803",D,"000829",RICHM,Monday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B61,LYON ST,PINE ST,26,South,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","1",Unknown,Not Stated,Unknown,"0",,Not Hit and Run,Overturned,Other Object,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,Yes,Not Stated,Not Stated or Unknown (Hit and Run),"0","1","0","0","0","0","1","0","0","-","-",,,,,"4",I,FF,"http://maps.google.com/maps?q=&layer=c&cbll=37.7864100907813,-122.445194164084"
"3207","3209",25835000,"589000",37.7680190319321,-122.424202374729,SFPD-CROSSROADS,CITY STREET,"9020822","2006","20060918","3801","20060908","2210",E,"1323",MISSI,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3D13E,14TH ST,GUERRERO ST,61,East,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Lights,"21201",D,Not Hit and Run,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7680190319321,-122.424202374729"
"3208","3210",26067000,,37.7777941898441,-122.438365501611,SFPD-CROSSROADS,CITY STREET,"9020826","2006","20060918","3801","20060908","2357",E,"4085",PARK,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3F14E,DIVISADERO ST,MCALLISTER,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,Yes,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Not Stated,"0",,Not Hit and Run,Not Stated,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,"0",No,Yes,No,No,Yes,Yes,Not Stated,Not Stated or Unknown (Hit and Run),"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7777941898441,-122.438365501611"
"3209","3211",25533000,,37.8051696498633,-122.417226193631,SFPD-CROSSROADS,CITY STREET,"9020838","2006","20060918","3801","20060612","732",A,"1396",CENTR,Monday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3A61,BAY ST,COLUMBUS AV,0,"Not Stated, in Intersection",Intersection,Cloudy,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21801",A,Felony,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,"Passenger Car, Station Wagon, or Jeep","0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.8051696498633,-122.417226193631"
"3210","3212",27282000,,37.7789939328145,-122.46628810059,SFPD-CROSSROADS,CITY STREET,"5455765","2012","20130615","3801","20120105","1448",C,"1073",RICHM,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B3B,ANZA AV,8TH AV,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Traffic Signals and Signs,"22450",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7789939328145,-122.46628810059"
"3211","3213",20618000,,37.7292114378652,-122.400834015702,SFPD-CROSSROADS,CITY STREET,"5455789","2012","20130615","3801","20120105","2230",E,"004208",BAYVI,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",03C,PHELPS ST,CARROLL AV,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Wrong Side of Road,"21650","1",Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - No Street Lights,None,"0",No,Yes,No,No,Yes,Yes,Bicycle,Bicycle,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7292114378652,-122.400834015702"
"3212","3214",26939000,"11267000",37.7876192398518,-122.451429083363,SFPD-CROSSROADS,CITY STREET,"5455842","2012","20130615","3801","20120106","1400",B,"614",,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",,SACRAMENTO ST,LOCUST ST,151,East,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Other Hazardous Violation,"22517",,Not Hit and Run,Hit Object,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,"Passenger Car, Station Wagon, or Jeep","0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7876192398518,-122.451429083363"
"3213","3215",26028000,,37.7724179297667,-122.435563320269,SFPD-CROSSROADS,CITY STREET,"5455858","2012","20130615","3801","20120101","27",E,"1485",3F,Sunday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3F14E,PAGE ST,SCOTT ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Traffic Signals and Signs,"22450",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,"0",No,Yes,No,No,Yes,Yes,Bicycle,Bicycle,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7724179297667,-122.435563320269"
"3214","3216",26282000,,37.7658000288975,-122.449958131893,SFPD-CROSSROADS,CITY STREET,"5455871","2012","20130614","3801","20120119","640",A,"002179",,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",,COLE ST,CARL ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Traffic Signals and Signs,"22450",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7658000288975,-122.449958131893"
"3215","3217",30768000,"8745101",37.7875494471251,-122.403469040395,SFPD-CROSSROADS,CITY STREET,"5455910","2012","20130615","3801","20120125","945",A,"1794",SOUTH,Wednesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3B60,MARKET ST,3RD ST,32,West,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","1",(Vehicle) Code Violation,Not Stated,Unsafe Speed,"22350",,Not Hit and Run,Other,Bicycle,No Pedestrian Involved,Dry,Other,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"0","1","0","0","0","0","1","0","0","-","-",,,,,"4",I,FF,"http://maps.google.com/maps?q=&layer=c&cbll=37.7875494471251,-122.403469040395"
"3216","3218",26061000,,37.7766440075826,-122.439844236366,SFPD-CROSSROADS,CITY STREET,"5455938","2012","20130615","3801","20120118","2210",E,"1222",PARK,Wednesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3F14E,FULTON ST,BRODERICK ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Improper Turning,"22107",,Not Hit and Run,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,None,"0",No,Yes,No,No,Yes,No,Not Stated,Not Stated or Unknown (Hit and Run),"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7766440075826,-122.439844236366"
"3217","3219",24363000,,37.7739062525497,-122.416575668737,SFPD-CROSSROADS,CITY STREET,"5455942","2012","20130615","3801","20120119","1440",C,"2318",SOUTH,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3B14C,MINNA ST,11TH ST,0,"Not Stated, in Intersection",Intersection,Cloudy,Raining,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21800",A,Not Hit and Run,Other,Bicycle,No Pedestrian Involved,Wet,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,"Passenger Car, Station Wagon, or Jeep","0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7739062525497,-122.416575668737"
"3218","3220",25999000,"6610000",37.7714795772057,-122.435372263002,SFPD-CROSSROADS,CITY STREET,"5455946","2012","20130615","3801","20120120","1601",C,"1856",PARK,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0","014",HAIGHT ST,SCOTT ST,100,"Not Stated, in Intersection",Not Intersection,Raining,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Other Hazardous Violation,"22517",,Not Hit and Run,Other,Bicycle,No Pedestrian Involved,Wet,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,"Passenger Car, Station Wagon, or Jeep","0","0","1","0","0","0","1","0","0","-","-",,,,,3 4,J,EE,"http://maps.google.com/maps?q=&layer=c&cbll=37.7714795772057,-122.435372263002"
"3219","3221",24228000,,37.7695020045828,-122.413385237326,SFPD-CROSSROADS,CITY STREET,"5455954","2012","20130615","3801","20120118","1628",C,A07406,MISS,Wednesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3D14D,13TH ST,HARRISON ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21801",A,Not Hit and Run,Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,"Passenger Car, Station Wagon, or Jeep","0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7695020045828,-122.413385237326"
